temperature,hour,is_weekend,energy
9.6,0,0,13.2
2.6,0,0,64.5
5.3,0,0,45.2
3.3,0,0,41.1
8.0,0,0,27.1
10.1,0,0,23.8
1.0,0,0,45.9
5.3,0,0,51.0
6.1,0,0,46.1
7.1,0,0,16.9
3.0,0,0,29.3
3.4,0,0,35.7
9.6,0,0,37.0
0.3,0,0,56.7
5.4,0,0,53.9
3.4,0,0,40.5
4.0,0,0,47.5
10.2,0,0,41.5
5.1,0,0,21.5
9.4,0,0,35.7
9.2,0,0,30.1
8.3,0,0,44.4
0.7,0,0,30.8
5.0,0,0,28.4
8.5,0,0,45.2
8.7,0,0,20.5
5.5,0,0,22.2
5.8,0,0,34.0
2.1,0,0,42.7
-2.6,0,0,30.5
2.7,0,0,53.3
10.2,0,0,35.7
1.4,0,0,36.9
5.9,0,0,43.4
7.3,0,0,36.9
3.1,0,0,52.1
3.7,0,0,37.7
3.9,0,0,29.3
4.9,0,0,41.8
6.6,0,0,40.9
6.7,0,0,40.2
2.0,0,0,42.9
9.1,0,0,40.2
4.8,0,0,40.0
-2.0,0,0,59.5
1.5,0,0,41.6
4.0,0,0,21.3
2.8,0,0,51.2
1.6,0,0,42.6
4.6,0,0,42.5
9.0,0,0,21.8
6.7,0,0,41.1
2.2,0,0,66.2
10.3,0,0,20.1
7.5,0,0,38.6
1.9,0,0,54.4
2.1,0,0,54.2
4.7,0,0,32.7
6.4,0,0,47.7
8.3,0,0,32.7
0.5,0,0,50.7
4.9,0,0,46.4
5.7,0,0,27.2
5.8,0,0,34.7
3.5,0,0,47.6
5.9,0,0,39.7
7.0,0,0,24.7
0.1,0,0,49.7
4.9,0,0,50.0
-1.4,0,0,70.8
0.6,0,0,61.5
0.7,0,0,47.8
1.9,0,0,53.7
6.3,0,0,52.8
3.5,0,0,44.6
7.6,0,0,37.0
5.4,0,0,30.9
5.6,0,0,48.8
8.1,0,0,31.8
1.5,0,0,36.4
5.5,0,0,31.6
5.2,0,0,37.4
4.6,0,0,43.9
8.8,0,0,19.7
6.4,0,0,51.6
3.2,0,0,57.8
2.7,0,0,31.2
4.6,0,0,38.3
8.2,0,0,47.2
6.8,0,0,34.2
5.9,0,0,39.6
2.8,0,0,38.0
3.8,0,0,31.9
-1.8,0,0,49.9
7.4,0,0,35.3
6.6,0,0,44.6
12.9,0,0,35.8
5.7,0,0,49.0
8.4,0,0,28.7
6.3,0,0,36.9
5.0,0,0,31.9
6.4,0,0,24.3
6.5,0,0,19.4
5.0,0,0,44.3
6.7,0,0,51.3
9.4,0,0,39.6
5.5,0,0,35.3
8.4,0,0,19.4
8.6,0,0,34.4
6.2,0,0,34.5
7.8,0,0,22.8
-0.7,0,0,77.2
3.7,0,0,56.8
4.8,0,0,34.7
5.4,0,0,31.8
7.4,0,0,35.0
3.0,0,0,44.0
0.9,0,0,50.2
5.0,0,0,35.4
1.5,0,0,45.6
3.3,0,0,35.8
1.1,0,0,55.4
9.4,0,0,38.9
5.5,0,0,39.1
3.5,0,0,22.7
2.5,0,0,35.3
3.5,0,0,31.9
9.5,0,0,17.2
0.5,0,0,35.6
4.2,0,0,61.7
5.6,0,0,32.3
1.9,0,0,36.4
2.2,0,0,46.1
1.9,0,0,42.5
5.3,0,0,18.3
6.7,0,0,35.9
7.9,0,0,31.4
3.9,0,0,48.5
6.5,0,0,33.9
8.1,0,0,39.7
6.1,0,0,50.6
5.2,0,0,31.9
3.1,0,0,38.7
2.6,0,0,46.1
9.2,0,0,34.1
4.2,0,0,56.9
4.7,0,0,34.7
12.6,0,0,29.6
4.2,0,0,32.5
3.9,0,0,60.8
5.6,0,0,48.1
0.4,0,0,40.6
3.4,0,0,47.2
3.0,0,0,38.5
2.7,0,0,48.5
9.0,0,0,34.6
2.6,0,0,62.1
2.9,0,0,54.2
4.7,0,0,31.7
2.7,0,0,51.2
4.1,0,0,24.3
3.8,0,0,63.8
4.1,0,0,42.0
0.9,0,0,39.9
7.1,0,0,19.6
6.0,0,0,30.1
4.0,0,0,35.1
5.6,0,0,45.7
3.6,0,0,33.7
4.7,0,0,42.5
-0.7,0,0,49.4
6.4,0,0,40.9
1.8,0,0,46.0
4.5,0,0,30.2
5.9,0,0,38.5
10.4,0,0,17.2
7.6,0,0,35.0
-1.2,0,0,48.2
3.0,0,0,37.2
4.2,0,0,51.2
3.9,0,0,49.0
-0.1,0,0,57.5
7.5,0,0,43.1
6.1,0,0,14.1
3.0,0,0,36.3
3.3,0,0,44.8
5.1,0,0,46.7
7.5,0,0,21.9
6.2,0,0,46.6
3.1,0,0,38.8
4.2,0,0,39.3
6.6,0,0,39.2
5.9,0,0,40.3
1.6,0,0,53.6
2.3,0,0,38.1
8.0,0,0,51.9
7.8,0,0,51.3
6.6,0,0,36.9
7.1,0,0,30.2
0.7,0,0,41.7
-0.6,0,0,60.8
3.1,0,0,52.4
7.5,0,0,41.8
4.3,0,0,33.6
4.1,0,0,29.6
13.4,0,0,10.9
5.6,0,0,31.8
4.4,0,0,26.9
3.7,0,0,29.6
6.8,0,0,27.1
6.2,0,0,26.5
5.2,0,0,37.1
1.7,0,0,43.2
6.4,0,0,40.6
2.8,0,0,51.6
2.3,0,0,37.9
4.6,0,0,32.4
6.3,0,0,38.1
6.3,0,0,41.8
13.2,0,0,35.0
6.3,0,0,36.5
3.8,0,0,37.6
3.0,0,0,52.8
4.2,0,0,61.3
3.9,0,0,35.3
9.8,0,0,24.1
2.2,0,0,52.0
3.8,0,0,42.0
10.1,0,0,25.3
7.7,0,0,28.4
3.2,0,0,33.2
10.5,0,0,20.4
-0.7,0,0,44.4
4.3,0,0,34.6
4.6,0,0,31.7
6.5,0,0,25.8
2.6,0,0,49.3
3.1,0,0,37.4
3.9,0,0,38.2
4.0,0,0,32.2
11.6,0,0,20.7
9.6,0,0,23.8
1.5,0,0,55.3
4.6,0,0,55.2
-0.9,0,0,69.9
3.3,0,0,36.9
4.2,0,0,39.6
2.6,0,0,49.2
1.6,0,0,47.4
4.0,0,0,51.0
1.4,0,0,35.5
5.9,0,0,39.6
5.4,0,0,28.2
-0.6,0,0,49.6
6.1,0,0,39.2
1.7,0,0,26.3
5.1,0,0,30.2
1.5,0,0,65.5
8.6,0,0,21.2
5.5,0,0,56.9
6.4,0,0,42.4
0.3,0,0,55.2
4.6,0,0,65.7
7.2,0,0,43.3
13.0,0,0,39.5
7.8,0,0,27.0
9.0,0,0,42.1
6.9,0,0,34.2
1.6,0,0,46.5
4.5,0,0,40.8
9.8,0,0,21.1
4.9,0,0,39.4
8.4,0,0,31.2
3.5,0,0,54.2
3.8,0,0,46.8
0.4,0,0,53.3
10.1,0,0,36.7
1.7,0,0,64.5
4.5,0,0,41.6
3.7,0,0,40.6
4.2,0,0,40.0
1.2,0,0,46.0
1.8,0,0,46.0
3.0,0,0,45.0
7.7,0,0,27.5
6.1,0,0,23.2
2.1,0,0,47.8
12.5,0,0,29.6
3.2,0,0,42.1
0.7,0,0,51.4
2.1,0,0,50.7
6.0,0,0,42.9
2.5,0,0,48.1
7.8,0,0,39.0
-0.8,0,0,61.9
7.0,0,0,32.6
2.4,0,0,43.2
8.3,0,0,23.4
1.6,0,0,42.1
6.0,0,0,33.6
8.0,0,0,34.3
2.4,0,0,43.1
3.5,0,0,43.6
2.6,0,0,52.1
7.0,0,0,45.7
7.4,0,0,15.1
-2.4,0,0,43.3
5.4,0,0,39.5
4.5,0,0,51.1
4.9,0,0,38.6
8.3,0,0,15.1
5.9,0,0,48.8
2.0,0,0,58.8
4.8,0,0,38.9
10.4,0,0,20.8
6.2,0,0,37.1
1.3,0,0,55.5
2.4,0,0,46.8
5.8,0,0,28.3
2.5,0,0,49.1
1.8,0,0,52.5
5.7,0,0,43.6
8.2,0,0,32.0
2.6,0,0,43.4
1.8,0,0,39.4
3.5,0,0,43.5
5.0,0,0,16.0
7.2,0,0,38.2
7.4,0,0,30.1
3.2,0,0,37.3
5.6,0,0,48.6
-0.3,0,0,42.7
4.0,0,0,48.3
2.2,0,0,36.8
0.7,0,0,50.8
8.4,0,0,23.1
1.2,0,0,68.2
8.1,0,0,46.2
11.1,0,0,37.0
1.8,0,0,29.4
4.9,0,0,47.3
5.7,0,0,34.3
8.6,0,0,20.6
6.9,0,0,50.2
5.2,0,0,51.3
4.9,0,0,39.5
2.4,0,0,53.7
7.8,0,0,59.7
6.9,0,0,52.9
8.0,0,0,36.2
4.4,0,0,44.4
6.1,0,0,20.4
7.2,0,0,28.3
1.4,0,0,48.6
8.9,0,0,30.2
7.0,0,0,24.3
1.0,0,0,56.9
1.2,0,0,63.5
5.9,0,0,38.9
11.8,0,0,18.6
4.7,0,0,24.8
7.6,0,0,46.6
4.3,0,0,46.9
5.2,0,0,40.1
7.9,0,0,37.3
8.6,0,0,21.1
2.8,0,0,35.5
4.5,0,0,47.5
2.4,0,0,60.9
6.1,0,0,37.9
5.6,0,0,57.7
2.1,0,0,49.3
5.0,0,0,32.7
8.1,0,0,24.0
5.7,0,0,39.8
2.1,0,0,48.4
6.0,0,0,34.6
3.5,0,0,27.0
5.5,0,0,43.1
0.1,0,0,49.2
7.0,0,0,36.8
7.8,0,0,25.4
1.0,0,0,48.8
5.9,0,0,43.1
2.5,0,0,46.5
7.4,0,0,37.3
6.3,0,0,43.5
8.5,0,0,40.5
8.9,0,0,28.5
4.0,0,0,31.3
5.3,0,0,32.3
10.4,0,0,34.6
-1.2,0,0,49.6
1.3,0,0,47.5
8.0,0,0,23.0
2.1,0,0,64.5
9.9,0,0,35.0
2.4,0,0,49.5
6.8,0,0,35.7
5.8,0,0,45.5
4.7,0,0,45.8
6.1,0,0,33.7
5.7,0,0,34.3
6.7,0,0,25.2
9.5,0,0,34.0
7.1,0,0,33.5
8.4,0,0,16.5
4.1,0,0,60.9
0.7,0,0,57.5
2.2,0,0,47.2
10.0,0,0,35.2
10.8,0,0,28.7
1.7,0,0,44.4
2.7,0,0,48.5
4.1,0,0,43.3
5.0,0,0,39.2
8.9,0,0,32.8
7.9,0,0,35.2
1.6,0,0,33.2
1.4,0,0,37.6
0.8,0,0,43.1
2.4,0,0,48.3
0.9,0,0,61.5
7.3,0,0,17.6
1.1,0,0,70.7
5.7,0,0,30.5
1.0,0,0,40.1
13.8,0,0,34.1
6.5,0,0,59.7
7.7,0,0,35.3
4.0,0,0,43.7
7.2,0,0,41.7
3.8,0,0,47.8
10.2,0,0,22.3
1.8,0,0,47.0
4.9,0,0,60.4
4.3,0,0,32.9
1.0,0,0,57.8
8.0,0,0,31.5
2.2,0,0,47.1
0.1,0,0,41.7
7.0,0,0,51.7
0.5,0,0,23.6
6.9,0,0,40.4
8.2,0,0,28.7
1.7,0,0,56.6
7.1,0,0,25.4
1.8,0,0,48.3
3.8,0,0,52.7
5.0,0,0,31.9
1.3,0,0,35.8
1.4,0,0,27.9
8.5,0,0,40.5
-1.4,0,0,51.9
4.0,0,0,47.2
5.7,0,0,36.5
6.5,0,0,32.4
9.2,0,0,55.9
7.3,0,0,22.5
5.8,0,0,49.8
4.6,0,0,50.9
3.9,0,0,48.8
6.1,1,0,34.6
6.3,1,0,34.2
8.3,1,0,30.7
5.7,1,0,53.1
9.5,1,0,12.7
7.7,1,0,39.5
3.8,1,0,42.1
7.1,1,0,52.4
6.9,1,0,42.5
6.2,1,0,50.0
8.2,1,0,34.9
2.2,1,0,28.4
5.9,1,0,33.8
6.7,1,0,52.6
5.6,1,0,52.3
7.9,1,0,33.2
5.9,1,0,60.7
5.9,1,0,46.1
6.8,1,0,27.0
4.4,1,0,31.2
3.4,1,0,55.4
12.8,1,0,15.0
5.6,1,0,39.4
6.7,1,0,47.3
10.5,1,0,38.8
8.0,1,0,23.7
4.9,1,0,35.4
1.6,1,0,58.3
2.5,1,0,52.3
4.1,1,0,46.1
5.6,1,0,58.9
8.8,1,0,18.5
4.3,1,0,33.1
4.3,1,0,31.9
10.4,1,0,19.3
12.3,1,0,26.9
8.5,1,0,37.5
6.6,1,0,34.3
6.5,1,0,39.9
4.1,1,0,45.0
10.0,1,0,32.2
7.2,1,0,37.8
4.1,1,0,38.0
5.3,1,0,36.8
9.9,1,0,22.5
4.6,1,0,29.3
5.1,1,0,34.2
14.9,1,0,18.7
4.6,1,0,45.3
8.0,1,0,39.0
6.0,1,0,41.4
14.7,1,0,12.1
10.7,1,0,34.2
7.9,1,0,19.3
4.4,1,0,47.2
4.4,1,0,43.3
12.1,1,0,18.1
2.8,1,0,37.0
8.6,1,0,43.3
8.6,1,0,30.7
13.6,1,0,20.4
2.5,1,0,50.5
8.6,1,0,36.3
8.7,1,0,33.3
8.5,1,0,37.2
7.9,1,0,27.5
11.5,1,0,40.1
7.2,1,0,38.8
5.0,1,0,54.6
2.5,1,0,44.2
6.6,1,0,38.1
5.6,1,0,46.2
9.9,1,0,44.6
3.0,1,0,48.7
13.7,1,0,31.6
7.1,1,0,45.4
10.2,1,0,25.4
10.0,1,0,26.0
4.2,1,0,32.2
6.9,1,0,25.5
10.9,1,0,34.8
9.4,1,0,27.8
8.0,1,0,34.8
8.6,1,0,30.3
5.2,1,0,37.0
2.0,1,0,41.0
11.3,1,0,37.0
5.2,1,0,38.6
3.7,1,0,54.6
12.2,1,0,18.1
7.8,1,0,20.8
1.0,1,0,34.0
3.5,1,0,51.0
7.5,1,0,35.1
5.3,1,0,35.0
8.3,1,0,47.4
6.2,1,0,45.8
5.8,1,0,43.8
8.3,1,0,21.0
3.1,1,0,32.9
2.9,1,0,51.2
9.3,1,0,39.3
7.4,1,0,15.4
10.9,1,0,26.4
3.6,1,0,36.2
7.3,1,0,21.8
4.1,1,0,61.0
7.0,1,0,39.3
11.1,1,0,49.4
9.2,1,0,26.0
5.2,1,0,32.8
7.3,1,0,21.6
6.4,1,0,42.5
4.5,1,0,52.6
5.2,1,0,52.0
4.7,1,0,55.8
10.0,1,0,28.1
6.4,1,0,31.9
6.3,1,0,39.2
5.7,1,0,35.6
12.9,1,0,34.8
2.8,1,0,43.3
5.3,1,0,47.0
6.9,1,0,58.7
6.6,1,0,44.5
9.3,1,0,37.6
14.7,1,0,15.3
1.7,1,0,46.5
3.6,1,0,41.3
7.1,1,0,38.6
8.3,1,0,21.8
3.6,1,0,34.2
7.9,1,0,30.0
4.9,1,0,45.8
8.5,1,0,15.6
7.1,1,0,34.4
8.1,1,0,36.0
8.7,1,0,21.6
9.0,1,0,32.8
2.6,1,0,34.8
7.7,1,0,22.5
10.1,1,0,34.1
8.3,1,0,20.2
4.8,1,0,49.8
7.0,1,0,20.6
6.7,1,0,29.3
6.8,1,0,36.3
6.3,1,0,21.9
6.5,1,0,21.0
8.8,1,0,36.8
2.2,1,0,50.6
5.6,1,0,29.7
4.7,1,0,32.8
9.4,1,0,39.9
6.1,1,0,49.6
5.7,1,0,43.6
6.1,1,0,32.0
5.5,1,0,43.8
10.9,1,0,39.0
6.7,1,0,37.3
9.6,1,0,42.0
6.1,1,0,36.5
11.3,1,0,22.2
10.5,1,0,21.3
6.9,1,0,34.6
9.0,1,0,35.7
7.7,1,0,36.3
7.0,1,0,29.7
6.2,1,0,33.2
7.2,1,0,33.8
7.1,1,0,32.2
4.9,1,0,44.7
8.2,1,0,43.9
3.5,1,0,41.4
7.6,1,0,31.6
4.6,1,0,21.5
11.2,1,0,33.6
9.3,1,0,10.0
8.0,1,0,38.5
8.9,1,0,16.6
8.9,1,0,28.2
9.1,1,0,25.2
2.3,1,0,57.0
5.4,1,0,31.9
5.2,1,0,32.0
4.9,1,0,39.9
11.9,1,0,13.8
7.0,1,0,43.7
10.1,1,0,34.6
6.7,1,0,48.0
5.0,1,0,27.8
7.2,1,0,39.2
5.9,1,0,35.2
10.9,1,0,14.3
2.2,1,0,33.6
9.6,1,0,25.6
7.3,1,0,49.3
6.6,1,0,49.5
6.7,1,0,40.2
8.3,1,0,15.4
6.7,1,0,36.6
10.0,1,0,36.8
1.7,1,0,49.7
5.5,1,0,51.4
4.5,1,0,24.5
2.7,1,0,51.8
7.8,1,0,15.2
11.3,1,0,35.9
8.3,1,0,47.3
6.0,1,0,16.9
9.5,1,0,31.8
8.6,1,0,36.7
4.3,1,0,22.8
5.2,1,0,42.8
12.6,1,0,19.0
11.0,1,0,31.2
8.3,1,0,36.5
9.7,1,0,38.8
10.6,1,0,44.2
10.8,1,0,39.3
9.8,1,0,21.6
4.8,1,0,37.2
7.7,1,0,49.5
9.9,1,0,21.9
7.7,1,0,30.9
6.8,1,0,26.9
5.7,1,0,31.2
2.7,1,0,35.2
5.2,1,0,53.4
3.4,1,0,44.3
7.9,1,0,18.1
5.4,1,0,41.9
7.0,1,0,55.2
7.8,1,0,28.4
8.0,1,0,24.8
5.6,1,0,36.3
6.0,1,0,47.8
7.3,1,0,39.3
7.3,1,0,30.7
9.5,1,0,21.4
7.4,1,0,47.4
3.9,1,0,38.8
5.6,1,0,49.5
4.9,1,0,44.9
5.9,1,0,23.8
8.7,1,0,38.8
9.1,1,0,31.2
7.7,1,0,37.0
3.0,1,0,43.5
5.1,1,0,47.2
5.9,1,0,46.4
8.8,1,0,32.1
2.7,1,0,47.2
3.8,1,0,41.5
8.6,1,0,43.0
8.3,1,0,46.6
11.4,1,0,34.1
12.8,1,0,37.9
4.3,1,0,35.7
3.4,1,0,42.0
4.5,1,0,39.8
14.3,1,0,23.2
5.3,1,0,28.4
10.9,1,0,27.5
10.9,1,0,38.9
1.2,1,0,55.9
7.9,1,0,39.3
7.5,1,0,32.9
10.0,1,0,22.4
11.0,1,0,43.8
9.9,1,0,33.8
7.8,1,0,32.4
9.3,1,0,27.0
-0.4,1,0,26.7
3.0,1,0,30.9
5.1,1,0,43.4
7.9,1,0,41.0
3.3,1,0,54.7
8.1,1,0,24.1
10.3,1,0,17.6
0.8,1,0,47.9
13.2,1,0,30.9
4.0,1,0,46.4
9.0,1,0,22.1
4.2,1,0,42.0
7.6,1,0,27.4
1.2,1,0,57.1
10.4,1,0,27.7
3.0,1,0,40.8
8.3,1,0,32.7
10.0,1,0,25.2
5.4,1,0,38.1
4.9,1,0,49.5
1.8,1,0,45.7
7.6,1,0,16.7
7.5,1,0,35.3
4.3,1,0,44.1
7.0,1,0,29.8
2.9,1,0,45.6
3.2,1,0,42.2
9.3,1,0,33.9
6.6,1,0,37.4
3.4,1,0,36.2
10.4,1,0,41.5
6.5,1,0,47.8
8.1,1,0,64.9
8.5,1,0,13.1
7.1,1,0,38.5
6.6,1,0,42.2
10.5,1,0,23.7
2.9,1,0,47.9
0.9,1,0,45.8
4.9,1,0,45.4
5.3,1,0,37.1
2.0,1,0,66.9
8.4,1,0,32.4
6.4,1,0,36.3
9.0,1,0,49.5
6.8,1,0,39.0
2.9,1,0,45.5
4.9,1,0,29.9
7.3,1,0,21.1
11.2,1,0,20.5
7.2,1,0,28.4
7.3,1,0,41.0
10.4,1,0,37.3
8.3,1,0,40.7
6.8,1,0,34.9
4.9,1,0,38.4
12.9,1,0,10.0
3.7,1,0,37.0
5.2,1,0,53.0
0.9,1,0,47.9
12.7,1,0,44.1
6.6,1,0,31.6
10.3,1,0,32.0
7.5,1,0,29.6
8.9,1,0,17.8
5.8,1,0,22.2
-1.7,1,0,54.6
10.1,1,0,21.7
6.8,1,0,25.5
7.8,1,0,29.1
7.8,1,0,28.7
5.3,1,0,46.2
9.4,1,0,39.1
3.1,1,0,37.3
7.3,1,0,43.6
5.1,1,0,38.0
6.9,1,0,25.0
7.0,1,0,40.1
8.7,1,0,33.2
2.3,1,0,38.0
0.3,1,0,54.2
6.3,1,0,30.0
13.8,1,0,16.9
11.9,1,0,30.7
6.0,1,0,31.9
10.4,1,0,18.9
11.1,1,0,12.6
3.7,1,0,56.9
7.7,1,0,42.6
0.1,1,0,58.8
5.4,1,0,26.2
4.6,1,0,31.6
8.5,1,0,34.9
5.8,1,0,31.8
5.7,1,0,35.7
10.9,1,0,28.0
0.9,1,0,24.6
2.9,1,0,52.2
8.8,1,0,14.9
5.2,1,0,27.3
8.2,1,0,35.0
10.5,1,0,17.8
9.5,1,0,20.0
10.9,1,0,37.2
7.4,1,0,34.3
4.3,1,0,33.1
3.5,1,0,44.3
5.1,1,0,33.3
9.3,1,0,28.4
8.0,1,0,47.9
10.6,1,0,35.9
11.0,1,0,10.0
3.9,1,0,37.8
9.5,1,0,27.5
6.1,1,0,56.9
3.7,1,0,48.9
11.8,1,0,15.5
6.5,1,0,44.5
9.8,1,0,29.4
13.4,1,0,17.5
2.5,1,0,51.2
7.0,1,0,36.0
4.5,1,0,49.2
6.2,1,0,45.2
7.6,1,0,26.2
4.7,1,0,43.2
9.0,1,0,48.2
10.4,1,0,41.6
8.7,1,0,51.5
8.7,1,0,38.1
6.4,1,0,44.4
5.0,1,0,44.4
6.6,1,0,46.4
7.2,1,0,35.1
6.3,1,0,31.3
7.0,1,0,69.3
4.4,1,0,36.0
9.8,1,0,30.9
6.7,1,0,44.3
12.0,1,0,37.8
10.3,1,0,33.3
9.9,1,0,34.4
5.7,1,0,39.5
6.1,1,0,21.9
6.7,1,0,30.4
8.2,1,0,21.3
8.4,1,0,49.8
6.1,1,0,21.1
13.3,1,0,28.6
5.6,1,0,26.7
-0.6,1,0,41.1
4.4,1,0,38.0
7.6,1,0,34.4
6.0,1,0,21.6
8.6,1,0,37.5
7.2,1,0,32.5
6.2,1,0,39.3
4.2,1,0,45.1
9.5,1,0,25.7
3.5,1,0,50.4
4.6,1,0,39.8
11.5,1,0,31.2
6.1,1,0,33.2
0.2,1,0,54.0
9.4,1,0,30.4
12.0,1,0,13.6
2.9,1,0,23.3
6.8,1,0,11.9
13.6,1,0,27.9
11.3,1,0,22.1
12.3,1,0,22.4
5.4,1,0,43.8
5.9,1,0,63.1
11.0,1,0,20.1
7.8,1,0,40.5
10.9,1,0,16.6
6.2,1,0,56.0
9.8,1,0,48.9
5.5,1,0,38.7
4.0,1,0,39.3
7.6,1,0,49.1
4.9,1,0,49.8
2.6,1,0,46.5
2.2,1,0,58.7
8.8,1,0,40.9
6.9,1,0,39.7
4.4,1,0,33.0
7.5,1,0,36.9
9.0,1,0,29.5
8.4,1,0,12.8
8.6,1,0,28.3
8.5,1,0,38.6
5.4,1,0,38.4
9.0,1,0,44.1
3.6,1,0,32.5
8.0,1,0,42.3
4.5,1,0,40.4
1.8,1,0,35.4
1.8,1,0,65.9
1.3,1,0,38.0
8.7,1,0,16.5
10.9,1,0,38.6
10.8,1,0,37.6
9.0,1,0,26.6
6.5,1,0,40.3
2.7,1,0,39.0
8.4,1,0,58.6
9.4,1,0,40.3
6.7,1,0,27.8
10.1,1,0,36.2
4.7,1,0,30.8
9.7,1,0,46.0
5.9,1,0,44.4
9.3,1,0,41.5
10.9,1,0,38.8
4.3,1,0,43.3
5.7,1,0,37.6
5.2,1,0,26.2
10.5,1,0,32.6
10.4,1,0,32.7
6.2,1,0,38.2
8.9,1,0,26.9
5.6,1,0,36.1
4.7,1,0,41.9
8.6,1,0,29.6
8.9,1,0,20.0
4.2,1,0,35.0
6.9,1,0,44.6
6.4,1,0,53.9
1.4,1,0,38.7
5.5,1,0,31.1
7.5,1,0,48.1
4.9,1,0,29.7
4.6,1,0,40.3
7.0,1,0,40.5
7.1,1,0,50.5
7.6,1,0,41.5
7.1,1,0,21.7
9.3,1,0,33.0
9.3,1,0,25.9
9.6,1,0,17.4
10.4,1,0,32.9
10.0,1,0,31.6
5.0,1,0,39.5
3.4,1,0,33.2
9.1,1,0,33.4
11.1,1,0,29.3
5.1,1,0,28.5
9.5,1,0,45.4
12.3,1,0,27.2
6.7,1,0,28.3
3.1,1,0,40.2
11.3,1,0,10.0
9.0,1,0,29.1
7.7,1,0,47.3
9.3,1,0,45.4
6.3,1,0,54.1
11.8,1,0,30.4
6.9,1,0,32.2
1.5,1,0,51.3
5.9,1,0,42.5
1.3,1,0,50.0
7.3,1,0,41.9
13.6,1,0,15.9
3.6,1,0,32.1
5.5,1,0,40.9
2.7,1,0,34.5
6.7,1,0,41.1
7.7,1,0,39.1
1.2,1,0,42.9
9.2,1,0,19.8
6.4,1,0,56.6
6.5,1,0,60.5
3.9,1,0,71.0
7.3,1,0,27.6
11.9,1,0,46.4
9.5,1,0,30.2
9.6,1,0,30.6
3.2,1,0,49.7
14.3,1,0,27.5
5.6,1,0,32.3
8.9,1,0,41.2
7.5,1,0,29.4
7.5,1,0,44.0
9.7,1,0,33.7
10.3,1,0,32.7
2.3,1,0,50.7
2.8,1,0,31.5
6.7,1,0,23.7
8.6,1,0,26.6
7.2,1,0,32.8
4.3,1,0,13.1
9.5,1,0,31.4
11.7,1,0,22.4
6.7,1,0,49.3
8.6,1,0,32.9
2.3,1,0,52.6
6.0,1,0,48.4
9.1,1,0,40.8
7.4,1,0,51.9
4.7,1,0,44.7
6.1,1,0,24.5
9.7,1,0,27.1
6.2,1,0,49.1
5.4,1,0,41.7
8.3,1,0,28.1
6.9,1,0,41.9
10.1,1,0,16.7
