temperature,hour,is_weekend,energy
5.30,1,0,46.20
9.40,1,0,39.10
3.10,1,0,37.30
7.30,1,0,43.60
5.10,1,0,38.00
6.90,1,0,25.00
7.00,1,0,40.10
8.70,1,0,33.20
2.30,1,0,38.00
0.30,1,0,54.20
6.30,1,0,30.00
13.80,1,0,16.90
11.90,1,0,30.70
6.00,1,0,31.90
10.40,1,0,18.90
11.10,1,0,12.60
3.70,1,0,56.90
7.70,1,0,42.60
0.10,1,0,58.80
5.40,1,0,26.20
4.60,1,0,31.60
8.50,1,0,34.90
5.80,1,0,31.80
5.70,1,0,35.70
10.90,1,0,28.00
0.90,1,0,24.60
2.90,1,0,52.20
8.80,1,0,14.90
5.20,1,0,27.30
8.20,1,0,35.00
10.50,1,0,17.80
9.50,1,0,20.00
10.90,1,0,37.20
7.40,1,0,34.30
4.30,1,0,33.10
3.50,1,0,44.30
5.10,1,0,33.30
9.30,1,0,28.40
8.00,1,0,47.90
10.60,1,0,35.90
11.00,1,0,10.00
3.90,1,0,37.80
9.50,1,0,27.50
6.10,1,0,56.90
3.70,1,0,48.90
11.80,1,0,15.50
6.50,1,0,44.50
9.80,1,0,29.40
13.40,1,0,17.50
2.50,1,0,51.20
7.00,1,0,36.00
4.50,1,0,49.20
6.20,1,0,45.20
7.60,1,0,26.20
4.70,1,0,43.20
9.00,1,0,48.20
10.40,1,0,41.60
8.70,1,0,51.50
8.70,1,0,38.10
6.40,1,0,44.40
5.00,1,0,44.40
6.60,1,0,46.40
7.20,1,0,35.10
6.30,1,0,31.30
7.00,1,0,69.30
4.40,1,0,36.00
9.80,1,0,30.90
6.70,1,0,44.30
12.00,1,0,37.80
10.30,1,0,33.30
9.90,1,0,34.40
5.70,1,0,39.50
6.10,1,0,21.90
6.70,1,0,30.40
8.20,1,0,21.30
8.40,1,0,49.80
6.10,1,0,21.10
13.30,1,0,28.60
5.60,1,0,26.70
-0.60,1,0,41.10
4.40,1,0,38.00
7.60,1,0,34.40
6.00,1,0,21.60
8.60,1,0,37.50
7.20,1,0,32.50
6.20,1,0,39.30
4.20,1,0,45.10
9.50,1,0,25.70
3.50,1,0,50.40
4.60,1,0,39.80
11.50,1,0,31.20
6.10,1,0,33.20
0.20,1,0,54.00
9.40,1,0,30.40
12.00,1,0,13.60
2.90,1,0,23.30
6.80,1,0,11.90
13.60,1,0,27.90
11.30,1,0,22.10
12.30,1,0,22.40
5.40,1,0,43.80
5.90,1,0,63.10
11.00,1,0,20.10
7.80,1,0,40.50
10.90,1,0,16.60
6.20,1,0,56.00
9.80,1,0,48.90
5.50,1,0,38.70
4.00,1,0,39.30
7.60,1,0,49.10
4.90,1,0,49.80
2.60,1,0,46.50
2.20,1,0,58.70
8.80,1,0,40.90
6.90,1,0,39.70
4.40,1,0,33.00
7.50,1,0,36.90
9.00,1,0,29.50
8.40,1,0,12.80
8.60,1,0,28.30
8.50,1,0,38.60
5.40,1,0,38.40
9.00,1,0,44.10
3.60,1,0,32.50
8.00,1,0,42.30
4.50,1,0,40.40
1.80,1,0,35.40
1.80,1,0,65.90
1.30,1,0,38.00
8.70,1,0,16.50
10.90,1,0,38.60
10.80,1,0,37.60
9.00,1,0,26.60
6.50,1,0,40.30
2.70,1,0,39.00
8.40,1,0,58.60
9.40,1,0,40.30
6.70,1,0,27.80
10.10,1,0,36.20
4.70,1,0,30.80
9.70,1,0,46.00
5.90,1,0,44.40
9.30,1,0,41.50
10.90,1,0,38.80
4.30,1,0,43.30
5.70,1,0,37.60
5.20,1,0,26.20
10.50,1,0,32.60
10.40,1,0,32.70
6.20,1,0,38.20
8.90,1,0,26.90
5.60,1,0,36.10
4.70,1,0,41.90
8.60,1,0,29.60
8.90,1,0,20.00
4.20,1,0,35.00
6.90,1,0,44.60
6.40,1,0,53.90
1.40,1,0,38.70
5.50,1,0,31.10
7.50,1,0,48.10
4.90,1,0,29.70
4.60,1,0,40.30
7.00,1,0,40.50
7.10,1,0,50.50
7.60,1,0,41.50
7.10,1,0,21.70
9.30,1,0,33.00
9.30,1,0,25.90
9.60,1,0,17.40
10.40,1,0,32.90
10.00,1,0,31.60
5.00,1,0,39.50
3.40,1,0,33.20
9.10,1,0,33.40
11.10,1,0,29.30
5.10,1,0,28.50
9.50,1,0,45.40
12.30,1,0,27.20
6.70,1,0,28.30
3.10,1,0,40.20
11.30,1,0,10.00
9.00,1,0,29.10
7.70,1,0,47.30
9.30,1,0,45.40
6.30,1,0,54.10
11.80,1,0,30.40
6.90,1,0,32.20
1.50,1,0,51.30
5.90,1,0,42.50
1.30,1,0,50.00
7.30,1,0,41.90
13.60,1,0,15.90
3.60,1,0,32.10
5.50,1,0,40.90
2.70,1,0,34.50
6.70,1,0,41.10
7.70,1,0,39.10
1.20,1,0,42.90
9.20,1,0,19.80
6.40,1,0,56.60
6.50,1,0,60.50
3.90,1,0,71.00
7.30,1,0,27.60
11.90,1,0,46.40
9.50,1,0,30.20
9.60,1,0,30.60
3.20,1,0,49.70
14.30,1,0,27.50
5.60,1,0,32.30
8.90,1,0,41.20
7.50,1,0,29.40
7.50,1,0,44.00
9.70,1,0,33.70
10.30,1,0,32.70
2.30,1,0,50.70
2.80,1,0,31.50
6.70,1,0,23.70
8.60,1,0,26.60
7.20,1,0,32.80
4.30,1,0,13.10
9.50,1,0,31.40
11.70,1,0,22.40
6.70,1,0,49.30
8.60,1,0,32.90
2.30,1,0,52.60
6.00,1,0,48.40
9.10,1,0,40.80
7.40,1,0,51.90
4.70,1,0,44.70
6.10,1,0,24.50
9.70,1,0,27.10
6.20,1,0,49.10
5.40,1,0,41.70
8.30,1,0,28.10
6.90,1,0,41.90
10.10,1,0,16.70
